id,lemma_key,word,standardized,chinese,phonetic,phrase,phrase_translation,difficulty,category,status,created_at,updated_at
"16534","awkward lingering potion","Awkward Lingering Potion","Awkward Lingering Potion","滞留型粗制的药水","/ˈɔkwərd ˈlɪŋɡərɪŋ ˈpoʊʃən/","brew awkward lingering potion","酿造滞留型粗制药水","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16535","awkward potion","Awkward Potion","Awkward Potion","粗制的药水","/ˈɔkwərd ˈpoʊʃən/","brew awkward potion","酿造粗制药水","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16536","awkward splash potion","Awkward Splash Potion","Awkward Splash Potion","喷溅型粗制的药水","/ˈɔkwərd splæʃ ˈpoʊʃən/","splash awkward potion","喷溅型粗制药水","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16537","axe","Axe","Axe","斧","/æks/","diamond axe","钻石斧","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16215","axolotl","Axolotl","Axolotl","美西螈","/ˈæksəlɔtəl/","axolotl underwater pet","美西螈水下宠物","advanced","entity","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16538","axolotl spawn egg","Axolotl Spawn Egg","Axolotl Spawn Egg","美西螈刷怪蛋","/ˈæksəˌlɑtəl spɔn ɛɡ/","spawn an axolotl","生成一只美西螈","advanced","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16072","azalea","Azalea","Azalea","杜鹃花丛","/əˈzeɪliə/","azalea flowering bush","杜鹃花开花灌木","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16073","azalea leaves","Azalea Leaves","Azalea Leaves","杜鹃树叶","/əˈzeɪliə livz/","azalea leaves lush","杜鹃树叶繁茂","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16371","azalea tree","Azalea Tree","Azalea Tree","杜鹃树","/əˈzeɪliə tri/","lush cave azalea tree","繁茂洞穴杜鹃树","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16762","azure","Azure","Azure","?????","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16074","azure bluet","Azure Bluet","Azure Bluet","蓝花美耳草","/ˈæʒər ˈbluɪt/","azure bluet flower","蓝花美耳草花朵","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14797","baby","baby","baby","宝宝","/baby/","Cute baby","可爱的宝宝","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15147","baby animal","baby animal","baby animal","幼崽","/baby animal/","Baby animal","动物宝宝","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14781","back","back","back","背部","/back/","Straighten back","挺直背部","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14948","backpack","backpack","backpack","背包","/backpack/","Wear a backpack","背上背包","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14657","backward","Backward","Backward","后退","/ˈbækwərd/","step backward","往后退","basic","direction","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14762","bad","bad","bad","坏的","/bad/","Bad weather","坏天气","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16713","bad luck","Bad Luck","Bad Luck","霉运","/bæd lʌk/","bad luck effect","霉运效果","advanced","negative_effect","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16717","bad omen","Bad Omen","Bad Omen","不祥之兆","/bæd ˈoʊmən/","bad omen effect","不祥之兆效果","advanced","negative_effect","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16014","badlands","Badlands","Badlands","恶地","/ˈbædlændz/","mesa badlands biome","台地恶地生物群系","intermediate","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16015","badlands plateau","Badlands Plateau","Badlands Plateau","恶地高原","/ˈbædlændz plæˈtoʊ/","elevated badlands plateau","高海拔恶地高原","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16896","baked","Baked","Baked","Baked","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16539","baked potato","Baked Potato","Baked Potato","烤马铃薯","/beɪkt pəˈteɪtoʊ/","eat baked potato","吃烤马铃薯","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16948","bakedpotato","bakedpotato","Bakedpotato","Bakedpotato","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15332","bakery","bakery","bakery","面包店","/ˈbeɪkəri/","Buy bread bakery","在面包店买面包","intermediate","place","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15747","balance scale","balance scale","balance scale","天平","/ˈbæl.əns skeɪl/","Weigh objects with the balance scale","用天平称重物体","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16830","bale","Bale","Bale","Bale","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15229","ball","Ball","Ball","球","/bɔːl/","throw ball","扔球","basic","toy","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15268","balloon","balloon","balloon","气球","/bəˈluːn/","Colorful balloon","彩色气球","basic","celebration","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15438","bamboo","bamboo","bamboo","竹子","/bæmˈbuː/","Tall bamboo","高竹子","intermediate","plant","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16075","bamboo button","Bamboo Button","Bamboo Button","竹按钮","/bæmˈbu ˈbʌtn/","bamboo button redstone","竹按钮红石","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16076","bamboo door","Bamboo Door","Bamboo Door","竹门","/bæmˈbu dɔr/","bamboo door entrance","竹门入口","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16077","bamboo fence","Bamboo Fence","Bamboo Fence","竹栅栏","/bæmˈbu fɛns/","bamboo fence enclosure","竹栅栏围栏","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16016","bamboo jungle","Bamboo Jungle","Bamboo Jungle","竹林","/bæmˈbu ˈdʒʌŋɡəl/","dense bamboo jungle","茂密竹林","intermediate","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16142","bamboo mosaic","Bamboo Mosaic","Bamboo Mosaic","竹马赛克","/bæmˈbu ˈmoʊzeɪk/","beautiful bamboo mosaic","美丽的竹马赛克","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16143","bamboo mosaic slab","Bamboo Mosaic Slab","Bamboo Mosaic Slab","竹马赛克台阶","/bæmˈbu ˈmoʊzeɪk slæb/","bamboo mosaic slab","竹马赛克台阶","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16144","bamboo mosaic stairs","Bamboo Mosaic Stairs","Bamboo Mosaic Stairs","竹马赛克楼梯","/bæmˈbu ˈmoʊzeɪk stɛrz/","bamboo mosaic stairs","竹马赛克楼梯","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16078","bamboo planks","Bamboo Planks","Bamboo Planks","竹板","/bæmˈbu plæŋks/","bamboo planks flooring","竹板地板","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16540","bamboo raft","Bamboo Raft","Bamboo Raft","竹筏","/bæmˈbu ræft/","bamboo raft with chest","运输竹筏","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16541","bamboo raft with chest","Bamboo Raft With Chest","Bamboo Raft With Chest","运输竹筏","/bæmˈbu ræft wɪð tʃɛst/","transport with bamboo raft","用竹筏运输","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16145","bamboo shoot","Bamboo Shoot","Bamboo Shoot","竹笋","/bæmˈbu ʃut/","growing bamboo shoot","生长的竹笋","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15221","banana","Banana","Banana","香蕉","/bəˈnænə/","yellow banana","黄香蕉","basic","food","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15310","bandage","bandage","bandage","绷带","/ˈbændɪdʒ/","Put on bandage","贴绷带","intermediate","health","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15076","bandana","bandana","bandana","头巾","/bandana/","Wear a bandana","戴头巾","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16181","bane of arthropods","Bane of Arthropods","Bane of Arthropods","节肢杀手","/beɪn ʌv ˈɑrθrəˌpɑdz/","bane of arthropods sword","节肢杀手剑","intermediate","enchantment_weapon","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15355","bank","bank","bank","银行","/bæŋk/","Save money bank","在银行存钱","basic","structure","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16427","banner","Banner","Banner","旗帜","","","","intermediate","decoration","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16542","banner pattern","Banner Pattern","Banner Pattern","旗帜图案","/ˈbænər ˈpætərn/","create banner pattern","制作旗帜图案","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17109","barium","barium","Barium","Barium","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"17480","bark","bark","Bark","Bark","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16079","barrel","Barrel","Barrel","木桶","/ˈbærəl/","barrel storage container","木桶存储容器","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16080","barrier","Barrier","Barrier","屏障","/ˈbæriər/","barrier invisible block","屏障隐形方块","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16798","bars","Bars","Bars","Bars","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15804","basalt","Basalt","Basalt","玄武岩","/bəˈsɔlt/","basalt pillar formation","玄武岩柱状结构","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16372","basalt column","Basalt Column","Basalt Column","玄武岩石柱林","/bəˈsɔlt ˈkɑləm/","basalt delta columns","玄武岩三角洲石柱","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16017","basalt deltas","Basalt Deltas","Basalt Deltas","玄武岩三角洲","/bəˈsɔlt ˈdɛltəz/","nether basalt deltas","下界玄武岩三角洲","advanced","biome","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16373","basalt pillar","Basalt Pillar","Basalt Pillar","玄武岩柱","/bəˈsɔlt ˈpɪlər/","natural basalt pillar","天然玄武岩柱","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15401","basketball","basketball","basketball","篮球","/ˈbæskətbɔːl/","Play basketball","打篮球","basic","sports","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16374","bastion remnant","Bastion Remnant","Bastion Remnant","堡垒遗迹","/ˈbæstʃən ˈrɛmnənt/","nether bastion remnant","下界堡垒遗迹","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15625","bat","bat","bat","球拍","/bæt/","Wooden bat","木球拍","basic","sport","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16543","bat spawn egg","Bat Spawn Egg","Bat Spawn Egg","蝙蝠刷怪蛋","/bæt spɔn ɛɡ/","spawn a bat","生成一只蝙蝠","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15549","bathroom","bathroom","bathroom","浴室","/ˈbæθruːm/","Wash in bathroom","在浴室洗澡","basic","home","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15720","bathtub","bathtub","bathtub","浴缸","/ˈbæθtʌb/","Fill the bathtub","把浴缸放满水","basic","house","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15365","battery","battery","battery","电池","/ˈbætəri/","Charge battery","给电池充电","intermediate","technology","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14848","beach","beach","beach","海滩","/beach/","Play on the beach","沙滩上玩耍","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15782","beacon","Beacon","Beacon","信标","/ˈbikən/","beacon pyramid power","信标金字塔力量","advanced","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16375","beacon pyramid","Beacon Pyramid","Beacon Pyramid","信标金字塔","/ˈbikən ˈpɪrəmɪd/","beacon power pyramid","信标能量金字塔","advanced","environment","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15857","beaconator","Beaconator","Beaconator","信标工程师","/ˈbikəˌneɪtər/","create full beacon pyramid","建造完整信标金字塔","expert","advancement_nether","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15770","bead maze","bead maze","bead maze","串珠迷宫","/biːd meɪz/","Move the beads through the bead maze","在串珠迷宫中移动珠子","basic","toys","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14793","beanie","beanie","beanie","毛线帽","/beanie/","Wear a beanie","戴毛线帽","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16873","beans","Beans","Beans","Beans","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14716","bear","Bear","Bear","熊","/beər/","A big bear walks in the forest","一只大熊在森林里行走","basic","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14763","beautiful","beautiful","beautiful","美丽的","/beautiful/","Beautiful flower","美丽的花","intermediate","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"14704","beaver","Beaver","Beaver","海狸","/ˈbiːvər/","The master engineer","工程大师","basic","animal","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15219","bed","Bed","Bed","床","/bed/","sleep bed","在床上睡觉","basic","home","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15951","bedrock","Bedrock","Bedrock","基岩","/ˈbɛdˌrɑk/","unbreakable bedrock layer","无法破坏的基岩层","basic","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15547","bedroom","bedroom","bedroom","卧室","/ˈbɛdruːm/","Sleep in bedroom","在卧室睡觉","basic","home","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15137","bee","bee","bee","蜜蜂","/bee/","Buzzing bee","嗡嗡叫的蜜蜂","basic","general","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16081","bee nest","Bee Nest","Bee Nest","蜂巢","/bi nɛst/","bee nest honey","蜂巢蜂蜜","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15903","bee our guest","Bee Our Guest","Bee Our Guest","与蜂共舞","/bi aʊr ɡɛst/","use bottle on bee nest with campfire","在营火旁用瓶子从蜂巢收集蜂蜜","intermediate","advancement_husbandry","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16544","bee spawn egg","Bee Spawn Egg","Bee Spawn Egg","蜜蜂刷怪蛋","/bi spɔn ɛɡ/","spawn a bee","生成一只蜜蜂","basic","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16876","beef","Beef","Beef","??","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16082","beehive","Beehive","Beehive","蜂箱","/ˈbiˌhaɪv/","beehive crafted honey","蜂箱制作蜂蜜","intermediate","block","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16429","beetroot","Beetroot","Beetroot","甜菜根","/ˈbitˌrut/","beetroot soup","甜菜汤","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16545","beetroot seeds","Beetroot Seeds","Beetroot Seeds","甜菜种子","/ˈbitˌrut sidz/","plant beetroot seeds","种植甜菜种子","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16546","beetroot soup","Beetroot Soup","Beetroot Soup","甜菜汤","/ˈbitˌrut sup/","cook beetroot soup","煮甜菜汤","intermediate","item","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16841","beetroots","beetroots","Beetroots","Beetroots","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"16951","beetrootsoup","beetrootsoup","Beetrootsoup","Beetrootsoup","","","","","","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
"15639","before","before","before","之前","/bɪˈfɔːr/","Before dinner","晚餐之前","intermediate","common","active","2026-02-18T08:53:01.821Z","2026-02-18T08:53:01.821Z"
